Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,24341529.255572893,-18.154248393661263
150,15383430.682521887,-45.890946296355374
250,10971652.644001504,-66.83248435315551
350,8527218.862881612,-76.44837593566574
450,6900246.36024545,-84.87390744696579
550,5715852.710181791,-92.33639396393967
650,4841998.757191187,-101.49561385939926
750,4223317.774064253,-105.92717984139144
850,3626335.488578001,-113.02177413313662
950,3275377.3696254585,-116.5853668847881
1050,2952979.5550744426,-117.44312030821513
