Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,22164873.377853677,-77.09222669438557
150,7746486.977352905,-84.25470667621373
250,4848946.154184285,-87.26074327613675
350,3494180.49630614,-89.12507154748998
450,2789345.9774060566,-91.31594617092783
550,2305757.248317025,-93.20099136282009
650,1927733.788154723,-95.13969701013576
750,1686224.1370909333,-96.99716766493347
850,1484111.3707638944,-99.08856393666416
950,1364602.5072151825,-100.35387075478052
1050,1235540.3929903843,-102.25959543312939
