Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2042.0760033617082,-10.554893389031557
150,1730.6937496430046,-29.1977074095786
250,1471.0704104149079,-31.796304231028174
350,1280.1841276003322,-33.01747423149156
450,1188.0856732145908,-33.04702874445935
550,1116.2289458344633,-32.864561852560705
650,1068.376916795725,-34.352876822138626
750,1017.0946784605902,-35.591078602150596
850,967.3774328156368,-35.86688979748777
950,956.1265826948788,-36.63254275660617
1050,921.0044378525515,-37.8208286702684
