Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,23714265.93597311,-45.321542203559645
150,8729581.589174217,-53.802459924189954
250,5412603.120815596,-52.30430199756975
350,4041255.9448720897,-51.71672683863059
450,3199947.8036440155,-55.24414143002049
550,2730614.3600420277,-59.32511076093467
650,2354680.311059795,-61.07482092155586
750,2052981.1583859539,-65.52277919456174
850,1837474.2787343618,-71.31416089628361
950,1675325.175211789,-72.90180117582115
1050,1544288.0018705602,-74.57044838099178
