Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,146839.82043183202,2.7580918030465464
150,3835.773103038832,-15.106149881110364
250,3287.997153343524,-8.526609720418419
350,3213.2729488660575,-7.248924767662045
450,3231.31113320354,-7.455339418410532
550,3236.6995746231805,-6.784972537760569
650,3146.9027903972324,-7.651988480149649
750,3131.349467671125,-7.471707842688163
850,3125.5902274909886,-8.303702555032414
950,3105.1881840836418,-8.794677140832528
1050,3082.9467119112333,-9.532665268296086
