Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1074775.4111565517,11.884239472014855
150,485103.48583749426,-0.2363272834954945
250,354860.2567705348,11.087021924068019
350,753903.0437379596,-16.938217617559406
450,742195.0201995082,-23.355558172499208
550,770962.0976222755,-31.254356829310094
650,761014.5713942394,-35.79503634905301
750,736057.2745108813,-39.992952520959676
850,722091.39384875,-49.59275111964589
950,684514.8371130272,-52.398054124160595
1050,626503.7571965025,-58.70027591877259
