Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13055732.361243758,-25.89571399408291
150,8998925.386965511,-45.10343526177443
250,7334946.115311096,-59.19229851366256
350,6026046.941579657,-68.58583548559287
450,4566866.170256419,-68.7171866533941
550,3716650.708632473,-69.49883791840578
650,3048241.9824604006,-70.34575840782445
750,2728332.765603952,-73.41936474325182
850,2560318.4545172085,-80.58710497893624
950,2385319.9062709203,-84.40015546057661
1050,2225872.1514656665,-89.5870469455793
