Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11224070.766806379,-23.356590313534266
150,6791640.645411705,-56.701597857531084
250,4957221.020297145,-66.25651544287025
350,3758893.0546842944,-72.00728051993717
450,3062829.501693284,-77.40829467720374
550,2574497.5985214408,-81.54969697494039
650,2206627.6388752754,-86.09817619078684
750,1952503.941374964,-90.58422612971087
850,1734048.7973088534,-94.45692497526014
950,1597586.9446429417,-97.5378229325687
1050,1544930.26325563,-97.80608814448142
