Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13639593.28958215,-46.12156240007132
150,6777979.506914418,-52.14402193277051
250,5172125.793589477,-56.826749346020776
350,4201597.326776743,-65.37465800697363
450,3275240.9325193884,-66.58150071739409
550,2790494.247160475,-70.34226920574139
650,2389565.651426088,-73.54823760898103
750,2334549.3480212945,-78.43782215672485
850,2126903.3624651157,-83.50239136440455
950,1957234.2484185812,-84.1522267070858
1050,1793646.9631770311,-87.8633579851586
