Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14172608.165868413,-21.734725089153862
150,8125142.134345841,-58.53534718247433
250,5436574.719005576,-63.74348583610937
350,4090291.0985874413,-68.81584267777251
450,3355056.6034856145,-73.94723242364782
550,2809913.3117842553,-76.19411240811468
650,2370534.6097221896,-77.93837681944873
750,2078696.3466417568,-79.39489407280594
850,1823700.4590463166,-81.41110665377687
950,1688950.5814328247,-83.74464382835019
1050,1543701.2730939984,-86.26825743080498
