Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,250069.55824690548,-30.01470212963534
150,172224.600188745,-27.94930105742233
250,151489.96361802315,-29.192657605182013
350,138991.14610737408,-31.509001195215202
450,130214.09150392268,-34.06404504327445
550,123226.78238405957,-36.666811754044865
650,116643.2077228457,-39.383090276176084
750,110859.4198911914,-41.84187934492672
850,105685.08010724223,-44.62692620174091
950,102462.43132720304,-46.64178651629254
1050,100245.29003722483,-49.54196784395548
