Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6466429.7152293585,-169.41414298456837
150,386463.2148536418,-11.349972423971122
250,325134.0490001859,-9.688183230125231
350,610215.3696868793,-28.278822216889882
450,715897.4622962732,-33.67969263127124
550,513993.3798223586,-23.663919268694972
650,431500.9334612478,-41.18140077355147
750,427251.6063314348,-56.77477831356884
850,378413.180471828,-51.465371799169596
950,371845.0467596857,-55.18549472415571
1050,316541.2825361286,-51.642248201859196
