Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3149103.7366157994,54.584020541593155
150,266764.41178032325,1.935575774826342
250,731893.6462829744,-26.066830038775095
350,538616.8376812919,-40.31213157809542
450,242796.14705861846,-14.503072189604463
550,509199.77466232,-50.72592001593177
650,203647.67620116478,-18.255705966747847
750,336760.8671935122,-53.96701239931241
850,326640.4992201132,-59.34066083508393
950,315670.0804148648,-60.65377346216845
1050,301812.7121750713,-67.65671884836611
