Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,17010799.049005914,-46.49626837973377
150,7291040.016219873,-74.88916424470064
250,4635640.4618392335,-80.8067309162712
350,3417561.046626681,-85.32111012706362
450,2720238.1798709766,-89.08224573211324
550,2268903.2632249137,-92.41600878574131
650,1910827.368555609,-95.53629384665635
750,1683052.5162739274,-98.75401565501068
850,1479683.535739638,-101.67094792207818
950,1357127.137710032,-103.7833864152735
1050,1232786.3418238333,-106.3875418095313
