Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,824034.1382045223,-140.08711571548855
150,99477.81368175312,-0.11087734458998472
250,77772.22707250604,-20.93539805215372
350,56890.36554119199,-25.38507977686456
450,52239.71813629447,-17.73563275179298
550,52766.11880652377,-21.042600088525205
650,50055.193368243185,-23.554287089599704
750,49927.10019882119,-25.098989737275186
850,45796.583644709615,-26.02637156976259
950,44377.32581152129,-28.094019489633563
1050,42957.524829892274,-28.484726531547707
