Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,15457807.65906732,-28.255860594781403
150,8225618.255953288,-63.13749385567435
250,5625756.574300308,-71.93982396237628
350,4378481.879250716,-78.48020000518045
450,3538569.9156559953,-84.36070005353798
550,2991619.7494598073,-92.1420377286475
650,2513408.888964872,-94.08354242101866
750,2315760.487881018,-99.33802686829439
850,2018981.502935126,-102.8744610977725
950,1834759.9145559713,-105.40685816936441
1050,1553572.6602038988,-107.31003369778254
