Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,26668631.651614062,-21.90405830920988
150,17576068.57183931,-77.90185366654097
250,9853035.873587722,-82.404518852489
350,7520252.930696611,-89.82535430962467
450,5562078.034916094,-92.11519746861781
550,4626621.450865498,-97.12961922815758
650,3899338.7661803514,-103.62523071083005
750,3376033.6587815434,-107.19926066772138
850,2933491.098143592,-110.83137115643905
950,2687250.9306631507,-115.41730120501347
1050,2429974.787492188,-118.38543031807744
