Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,20722995.671227276,-53.219469501629646
150,9093117.357158674,-65.27853182644925
250,5768998.707359295,-67.94991126332398
350,4263189.8092167275,-69.11807376032635
450,3470372.777309401,-74.57160105634468
550,2822486.0368908364,-78.4560052510108
650,2371096.804104565,-81.0637733117768
750,2124271.4285374233,-85.60173246203468
850,1875720.759371491,-93.27264303824137
950,1963456.7916460508,-107.76586426001337
1050,1499138.5457091923,-101.23165948101915
