Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,22952.682114845134,-85.36775370804439
150,1862.546731122998,-33.407205980519805
250,1620.101570157737,-29.446274688992816
350,1367.6557602826688,-31.197651593841854
450,1280.4930866414481,-31.156111384003683
550,1212.7538884577366,-33.176757660555374
650,1142.4572510003936,-33.03233442320531
750,1108.8065769277503,-34.26051018189315
850,1066.4641969969268,-35.47795116587686
950,1018.5892714412128,-36.340613745639885
1050,991.108260690145,-37.59735961698732
