Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,775118.8568195045,-130.56186319717116
150,73151.4486539944,8.416066609598802
250,76712.95302190377,-17.196800555656758
350,64071.86936160987,-22.682201564307956
450,59992.539583643374,-16.628672393742967
550,57136.33647327046,-21.22720798309271
650,52107.109208917755,-24.067047826261582
750,47501.50022904984,-25.40680904934646
850,44615.95978743942,-25.813876121747665
950,43718.31034854098,-27.85714880304946
1050,41985.25903973415,-28.7336385776717
