Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16829.87135959028,82.31339758213333
150,2278.0887319323456,-20.105301461905984
250,920.6378287574565,-12.96749101275007
350,864.9684917761409,-16.28769891104552
450,859.2672189988281,-18.679349972859267
550,826.5001559813446,-18.054019326126625
650,811.4049263879793,-19.559877846228076
750,781.5696111551326,-21.19972507364862
850,768.5407388560936,-22.427289962361613
950,750.6438644949488,-23.765325184615453
1050,729.1151391654765,-24.704951317869458
