Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,8908495.154593505,-77.97228567764026
150,3165996.1161874663,-82.48121516868154
250,1926908.0253793467,-83.32965873211151
350,1409875.350828037,-84.82078596139098
450,1116386.657026399,-86.2069341342047
550,929493.3007422163,-87.56800343362849
650,786637.8982770913,-89.13362615363994
750,688818.2596511415,-90.55972824830613
850,606862.0982612029,-92.05275343777829
950,557972.9625431426,-93.08904586020756
1050,508356.88828749926,-94.58994252839236
