Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11358031.140135987,-54.2374357516695
150,4767628.220096057,-82.49735589675937
250,2948427.2008636715,-83.53328818239335
350,2145951.2633813983,-84.81425090460715
450,1698880.2488511808,-87.04891491414756
550,1410629.9423764234,-88.73780317695628
650,1188608.5073166138,-90.80798832677897
750,1039756.1375617082,-92.60780404218774
850,911800.9735587644,-94.27167042832293
950,837821.5040243844,-95.94593541863705
1050,760416.069254559,-97.67423439183312
