Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6021.327912475524,-56.93695044296687
150,2728.6847500819304,-29.168022139844812
250,2320.8119848325027,-25.92455410530858
350,2164.4767801984544,-28.08795300078027
450,2050.278159174263,-29.538919366334547
550,1941.1624309815857,-30.63497131734711
650,1839.441773705762,-31.956816089377323
750,1765.4556017398172,-33.49703911038848
850,1686.84866483386,-34.77818290878379
950,1680.4899382045703,-36.03217749382608
1050,1595.1516567395427,-36.9479384477126
