Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,287515.3274537514,-19.755703381547157
150,222988.58288227048,-23.42824891086491
250,198615.56109658472,-26.749746042725157
350,182262.18993134343,-29.72694603074792
450,172367.9627488896,-32.560104142567866
550,162300.9305392591,-35.047902160913324
650,153855.60594700332,-37.78906310788031
750,146860.12248541263,-40.195715601914124
850,140472.50465571825,-42.78705602377207
950,136034.92578364586,-44.551809000223464
1050,131204.1866054557,-46.834922281633986
