Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10918664.943823101,-17.840954854391967
150,7124029.740250333,-52.65356619437048
250,4948311.566376739,-58.99119647465372
350,3918551.6307988153,-67.94016459228219
450,3236165.459604101,-74.40258802673247
550,2756653.150157547,-79.57795208394641
650,2353853.720308679,-83.91835607016566
750,2059129.7930807893,-86.38216518798667
850,1799265.4909685089,-88.11377232622083
950,1636427.1555172247,-88.40629501965101
1050,1495675.617029516,-91.28169748158435
