Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,20266930.547079902,-35.60436341415942
150,9677864.68404178,-69.12847539518476
250,6158686.983513665,-76.67844201354414
350,5210617.326470304,-81.46387108648729
450,4037714.9820050127,-86.91095008635277
550,3344185.248268381,-91.44169807338658
650,2767781.49514199,-93.92186083803253
750,2457755.881704108,-98.58637148425171
850,2150193.143124392,-101.61729288125032
950,1984516.577300074,-105.53367083812195
1050,1841960.010669797,-110.59356095659624
