Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3046668.3885083906,-173.82068708259632
150,900060.6142179786,11.409156915410186
250,252621.70792007312,-14.28317001657971
350,250784.33751559944,-12.513154794066727
450,238557.0223211556,-10.216511650708457
550,219771.74678928152,-10.513313424057609
650,206150.4786135137,-12.402677153009762
750,190699.74312634388,-15.925250446533706
850,283936.6925873471,-41.129209910054925
950,283588.209490728,-45.015865433117966
1050,282385.6993397877,-53.82051066894607
