Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,9465553.684337087,-76.34151170874247
150,3583222.544316405,-75.29007975251672
250,2319634.9365436933,-75.46303977966659
350,1758343.2674654133,-76.85974682851023
450,1423939.9264111354,-78.68130088676737
550,1205809.9248659012,-79.94444150788695
650,1037423.80859975,-82.06140424190974
750,921458.9579465061,-83.62081462220137
850,824656.9213367736,-85.39306280547454
950,768010.0997081503,-86.8319848143557
1050,708744.8635537605,-88.63608313554073
