Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4796249.563477926,117.91407182540988
150,202220.92845573812,-161.90766916838584
250,117251.25142592982,-143.0766089889315
350,73762.53931499389,36.46954138197789
450,71368.68809053706,40.438255793753385
550,110652.28987743269,50.94884163369415
650,14300.662018328363,154.03749796708678
750,58698.228945482326,96.5167824280127
850,21251.803531253652,12.732487527352541
950,10149.12466063968,119.48229688601518
1050,13820.701476391741,-169.92440179472976
