Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,239203.284923328,-26.04313241037767
150,173608.8280095635,-25.747712909303015
250,156603.11704671383,-27.1441972727032
350,146172.06659608244,-29.70411338290988
450,138220.90162420718,-32.64922051919042
550,131743.70657618382,-35.6683021465447
650,125172.00421906503,-38.928551710035485
750,119972.2268757609,-41.88908791794292
850,114948.3743250675,-45.165310972747434
950,111630.27788975318,-47.56368032415317
1050,108080.4831233266,-50.25080650703616
