Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10834224.402834196,-27.901814648339577
150,6133393.118583057,-53.70013265832478
250,4238876.006623532,-58.246196650139964
350,3432617.7723028096,-64.4464557372931
450,2829792.7930909423,-69.28159513911781
550,2428098.864056815,-73.77621943746801
650,2126936.9613383776,-78.69814741594499
750,1940495.2843826395,-83.85402383892983
850,1741215.848586485,-88.49623080826971
950,1613548.3243326868,-91.69554247912187
1050,1541176.5343635099,-93.4127404715255
