Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,15601136.255742386,-43.76240543622146
150,7280945.212438556,-80.97043501730181
250,4455987.88240055,-81.90239331453888
350,3262621.402200383,-85.87080606429896
450,2568258.4051613663,-88.10182812220103
550,2131438.740574966,-90.51317218972908
650,1793472.883156816,-92.99862605744279
750,1566380.0511808714,-95.43630404822429
850,1375558.6522085094,-97.9088704280924
950,1261532.4839309794,-99.56647352799135
1050,1145530.9201839187,-101.53828362922647
