Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16748.207283299664,87.23535097674402
150,2023.067373407832,-31.452633085139475
250,1609.7262492606114,-24.235118420047257
350,1538.0719441136823,-31.553266148219738
450,1459.2369064781255,-32.67589280442825
550,1352.1925236893512,-33.5489109349334
650,1265.0041683974782,-32.75822780348167
750,1240.2710676857996,-35.44466727764103
850,1195.6630763761696,-36.305359461141535
950,1145.8373563747639,-37.23173780702603
1050,1108.9015089070394,-38.699948157716165
