Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10878617.15189212,-55.33065278460796
150,4575200.480927066,-81.17513456669668
250,2850647.0259119095,-80.41273880603411
350,2126044.0799068036,-80.53290321878806
450,1708429.1278837263,-81.31678932553613
550,1455857.1791545292,-82.54782458849631
650,1242949.549276978,-84.31963642722248
750,1109190.0889868746,-85.93154135947333
850,986741.0000096879,-87.7318510992728
950,915818.9742835126,-89.3612724181427
1050,842520.6629288233,-91.02765686140977
