Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16664215.497843465,-47.628293268575106
150,8000922.49192633,-57.84948144448305
250,5318367.703884896,-62.353628676896015
350,4034363.8748756563,-67.90389574967725
450,3297929.477810369,-72.46020859314281
550,2756304.454413127,-74.18496626135298
650,2349053.92649053,-76.9472731574307
750,2087019.898165863,-80.33594686102545
850,1842741.841966438,-82.39489288938314
950,1705641.201790978,-85.07905742271737
1050,1547329.5859736304,-86.60639459796762
