Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11565826.545601575,-14.063850144399991
150,7040991.97506387,-46.127256838257004
250,5143774.807937982,-55.62667427305856
350,4098806.3689425495,-64.51226580587581
450,3355711.8349238336,-70.29845214152346
550,2840014.654409257,-74.72808946693499
650,2426652.9605791997,-78.9843296567388
750,2120740.549446049,-81.20194430712856
850,1873672.523198333,-84.66417184665606
950,2032410.0907648539,-88.13908840784877
1050,1868651.3632315334,-92.59748801997603
