Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1492868.4961473607,-125.14455657331622
150,94667.14249948697,26.982623618880492
250,87012.36366369744,-11.204163631743194
350,63475.40882218755,-18.33373361166861
450,58841.371715369074,-13.190086129784548
550,60464.764740451545,-17.058805266090918
650,57641.27070687157,-18.810683207919837
750,56433.03000811656,-21.810470341598855
850,53233.02571197234,-23.43834986386917
950,53355.08583952614,-24.448174102315615
1050,52446.72481267099,-26.553093738858557
