Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,225935.89882880036,-31.112257845898153
150,154173.6160029941,-27.631588295457185
250,136560.79140325106,-28.64027587642953
350,126648.43530610052,-30.756811016205752
450,119393.2931293079,-33.1539319423791
550,113485.79564888307,-35.71134902683754
650,107708.38946225726,-38.475405829263764
750,103375.99782270237,-40.869490451003294
850,98902.44031671394,-43.70163643356994
950,96285.23156071139,-45.78626269038972
1050,93252.89720390769,-48.08677712510392
