Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,243807.082231124,-31.584478054198232
150,170963.4257040212,-28.005893053673503
250,151126.14352995233,-29.318249146039626
350,139340.107102234,-31.610758465862443
450,131290.4439924393,-34.189537922445396
550,125009.9929363339,-36.77975909400385
650,117846.76004124075,-39.54574291949795
750,112344.60415281329,-42.013569571937
850,107175.86986444244,-44.867785862125295
950,103749.65624621713,-46.87581677571953
1050,100700.08136682022,-49.8610580828781
