Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,248763.96599171107,-34.21222857627712
150,172796.36916609804,-26.77914164867358
250,154532.90898775373,-26.918036871478527
350,145120.79567473187,-28.758840242256596
450,136852.73923880162,-31.163891337561193
550,131765.50258239292,-33.69858836072197
650,125368.67318219227,-36.451945289330915
750,120593.58368042774,-39.01698846122664
850,115722.14788077463,-41.8154540367785
950,112340.16596166338,-43.83826493500456
1050,109050.18847502809,-46.57944459902944
