Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,24480070.18893302,-20.58910386107991
150,17691647.124462046,-78.3549696727124
250,9845862.852171507,-82.35441460646167
350,7466445.987034583,-88.89353417073383
450,5561265.493287087,-92.04045372268993
550,4589726.86966459,-96.61704729833203
650,3887578.2812112956,-103.1249638551433
750,3374582.1541395294,-107.05427260599969
850,2943215.979609512,-110.17589735311489
950,2677688.3120520944,-115.06890385914576
1050,2406451.055093986,-118.48218479774731
