Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,17713910.548807044,-34.529918739239086
150,8647150.271060612,-71.71819742184084
250,5421098.526579679,-74.51167549599855
350,4075709.359859155,-81.5792695510602
450,3237516.053070133,-85.177946857377
550,2703910.952958703,-89.02555907687137
650,2275424.6501816483,-92.56921982167931
750,1992950.4328027405,-96.0796249794766
850,1751670.6924833439,-99.06759010468723
950,1604453.0591115665,-101.27913586793086
1050,1430269.1624239471,-104.9789657416536
