Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,43761058.62075438,-71.79986472455066
150,17565753.897878733,-78.08790676755741
250,9823680.606813664,-82.2159002326682
350,7466081.241611051,-89.32429661589192
450,5536530.7847504355,-90.82523677167767
550,4595422.874263542,-96.99944979640287
650,3899135.1461940007,-103.35105608462419
750,3385799.251130411,-107.04334998236673
850,2952664.236000696,-110.89364994282377
950,2709692.330681402,-115.01285819928012
1050,2426523.523942433,-117.9334093792191
