Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6982147.668384125,-60.37143694063395
150,2688444.0080598933,-79.26058215083002
250,1659142.628668705,-81.53128511633722
350,1212228.326075712,-83.05740963985113
450,959321.8244053895,-84.39338648252925
550,797216.6940575839,-85.54748888329826
650,672562.6303926928,-86.58250928852385
750,587746.2583367783,-87.60937944885104
850,518122.8714004491,-88.7234025106695
950,476142.57552455825,-89.40096231153419
1050,432786.47993355244,-90.43601862261654
