Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11424117.830867369,-54.672716698150865
150,4778609.223380026,-82.57892536238562
250,2945281.8686244963,-83.46596566061164
350,2146172.755468418,-85.1508596518595
450,1697431.7752617183,-86.99765510961832
550,1410615.384601081,-88.7326336855317
650,1191420.1958702516,-90.81856010806736
750,1041443.6729908275,-92.55093707185114
850,915321.1548814122,-94.32659495691685
950,839442.054830999,-95.90249149932731
1050,757921.8758300025,-97.1993191653186
