Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3186.3549214650884,-5.781081984060313
150,5229.314812539719,-49.170532308017286
250,2415.4465704972336,-27.998220122928593
350,2274.4301810090024,-31.458963541997246
450,1987.152692207444,-27.594027990017203
550,1887.991027945299,-28.79201134844709
650,1799.935009569424,-31.64698873449555
750,1738.1979555216349,-33.16477614343071
850,1680.645444456109,-34.691215900474724
950,1669.097898330069,-35.64545312181247
1050,1577.8698299383527,-37.19311188680374
