Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,5035879.177092062,-112.87726751870254
150,252556.2305464908,85.57728257786843
250,151868.77358436573,-126.41176617249421
350,30084.648005951218,-65.51277668471324
450,14781.784540110753,51.32176546159597
550,108076.77255547821,-99.58447388633356
650,17775.876494270524,-76.49744721029172
750,41364.54177434021,123.45709757124088
850,17394.866040637862,-162.15650398570222
950,8357.685548496172,-140.79626586187592
1050,13541.9411128595,-102.61597893564512
