Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,28921940.136509288,-25.307191067248304
150,20647013.27137272,-69.41493855415284
250,12672282.488378247,-80.50842419676049
350,9616471.432017943,-86.69108767687796
450,7312024.812354863,-92.1647412448754
550,6109751.297654407,-96.89795222921754
650,5100140.52541162,-103.13477099126385
750,4408018.708653308,-106.60297689075405
850,3790556.9052408733,-110.41682853597128
950,3447951.9876069,-114.37007579167982
1050,3008437.2060096087,-119.47724429645005
