Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,9603904.244193513,-5.048415066284144
150,6960387.035172923,-36.819411489091586
250,5461158.561754389,-48.38459325207751
350,4413018.571724922,-58.75361663607666
450,4193038.6357819387,-69.40988424120002
550,3518740.615446825,-73.0507482441042
650,3066223.326364122,-79.93824109019695
750,2679910.673978237,-82.80562669778831
850,2381269.6995144766,-87.16400449967072
950,2195993.9412528374,-89.68732971019936
1050,1986324.282811734,-91.46331739388037
