Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3391859.7069235304,38.06375602406009
150,267571.65111266595,108.88264710635454
250,86869.11975626598,11.885210087549188
350,82168.99677329871,-4.453253686688477
450,78013.96230875584,-13.76634699722965
550,74082.61945962365,-19.113113056162618
650,70990.7621743728,-21.914084718756197
750,68846.97292892079,-26.01375366827815
850,64335.74750518776,-28.02920996650363
950,63518.58179778735,-29.76066446431034
1050,60809.785243962506,-32.98448883578325
