Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,12086237.14816771,-29.320622494788104
150,7074980.148291829,-59.41041905278588
250,4789381.869649128,-65.60538963052294
350,3741143.938238355,-72.75200330235505
450,3059360.841035266,-78.20429472870073
550,2548579.6672104322,-81.21093800521919
650,2168630.226084521,-84.93946248669315
750,1909448.4729455758,-88.37170554886728
850,1686995.1439389705,-91.33220188136792
950,1545337.760863511,-93.32052654880894
1050,1475431.4724131257,-93.01089142294704
