Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3759489.3965208125,50.250922901812345
150,153901.28504403474,-21.524277286738823
250,54274.111014150745,18.80926700665647
350,48132.1890486344,-6.566124874842147
450,45003.72561747859,-15.866024543588507
550,46127.74432858998,-18.100010723050264
650,43355.53026815546,-21.41358469924281
750,40477.23922476404,-27.887061880646428
850,39863.54886613549,-30.490981886130484
950,38531.15487894295,-32.93581542271793
1050,36836.6246871088,-35.45568519092903
