Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,241481.9564985631,-26.865936611415478
150,173918.1822250138,-23.573591756959928
250,158805.84566341148,-24.455754928713215
350,150277.67524427205,-26.365626113069286
450,143373.26268337615,-28.642670925235585
550,136432.1332562321,-30.93725055364213
650,130211.74107628567,-33.53725549992598
750,124711.78009339684,-35.80345913378907
850,119503.61063861588,-38.30770568833402
950,116422.47897892378,-40.11297762055688
1050,112661.40946052229,-42.386548583248405
