Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,62489.0000060234,83.6020049349249
150,2728.6280921431703,-28.934010533360436
250,2368.1037715768994,-28.12821140457935
350,2182.509843501589,-29.42956545364401
450,2013.3254165072938,-29.20078165418082
550,1895.3200053010164,-30.467529787152074
650,1833.3601154279454,-31.66745657390203
750,1724.861846378789,-32.923885310399676
850,1696.9008270760257,-34.21101348881164
950,1623.9551857699132,-34.95460359708029
1050,1580.014219141663,-36.359441695657814
