Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3197029.9976143595,-17.054811947585783
150,71351.31615415963,23.547038979399268
250,88281.51291088652,-0.6595842925167182
350,77910.46715458171,-12.441499929720932
450,68448.24016104291,-15.909106508816988
550,68038.88044461979,-21.740959663860227
650,63377.396879789674,-23.290340090298923
750,63309.61826911835,-28.04645404962973
850,58387.215269897424,-30.03670762556618
950,54698.002783173084,-31.708902603364432
1050,54147.4365407505,-33.04798020182142
