Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,214067.0069891896,-22.088166901630707
150,171671.6429821979,-22.965283435857238
250,155547.6776828811,-25.099441168120542
350,145374.2495809962,-27.603878424598285
450,137815.3087497216,-30.194187261669715
550,131001.49398456347,-32.72864548509778
650,124222.49283197102,-35.34390646733897
750,120025.31592372071,-37.76997420891111
850,114906.91421829877,-40.329361710896315
950,111498.15269715643,-42.25645886461416
1050,108243.80345220977,-44.95563867601195
