Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3514.7806120284617,-30.579516396173748
150,2676.268407737652,-28.157923333720806
250,2305.7696909942388,-26.019930753487763
350,2118.1139226049663,-28.374136450951248
450,1975.6095498232532,-29.320206208462775
550,1884.4378145212365,-31.167390049939105
650,1847.5406895965502,-33.03862231676
750,1718.2801685722404,-34.66610875701368
850,1655.2423580567524,-36.46120846246611
950,1610.5128860489422,-37.84232279189101
1050,1549.260915602669,-39.60627358489799
