Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13279407.004728554,-39.94347837765736
150,7713415.299172047,-43.18655685298046
250,6032669.666971953,-52.40957438653735
350,4308858.497974115,-67.69305704131438
450,3662634.517953626,-78.21638183843835
550,3722542.510346486,-76.25882314631158
650,3153603.844951082,-81.47937320172886
750,3044058.3263669754,-88.23237268739058
850,2605499.4536050633,-94.6189066710217
950,2532947.6816883073,-97.54944598786768
1050,2273735.4522587033,-102.2797679543047
