Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,23689885.220901247,-47.457948751198884
150,8707734.024104448,-53.245112768794236
250,5452699.81230091,-52.836064266646915
350,4050944.5875097136,-51.488860549327896
450,3211311.8842406278,-54.49588220321301
550,2731210.562803439,-58.21955855293496
650,2345968.699615843,-62.39049305807039
750,2084696.7137895129,-65.05494139620315
850,1840280.3317557091,-70.4695553626767
950,1656720.4763358128,-72.73039065517959
1050,1542918.2922584184,-74.12742520283359
