Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16664578.943397788,-35.19158636394515
150,8152597.108287687,-69.79325703897763
250,5303118.455001307,-76.45738857890682
350,3935286.197011486,-81.60180704769121
450,3147152.8990244446,-85.58296989822625
550,2615831.3330824645,-88.84296008879036
650,2208079.231202656,-92.29000135198778
750,1919746.896726421,-95.21316928431719
850,1695693.9779917405,-97.98413701821498
950,1560608.058728015,-100.24765880035683
1050,1394611.351092637,-102.70178170219799
