Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,256970.63603404386,-23.457056672572577
150,193621.2255278885,-24.44179923295723
250,172649.02188250178,-27.282194149299666
350,159907.05308703874,-30.413046617633086
450,150622.54175821663,-33.46267373892456
550,142565.48084447935,-36.41183573095942
650,135313.39636001064,-39.41982902798647
750,129686.154089628,-42.1193750563845
850,124420.50392800457,-45.14533137004701
950,120955.78744727772,-47.34510637454536
1050,116611.82457187967,-49.42735441828486
