Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,15411621.357890634,-46.80535128651377
150,7612996.432045466,-59.197420725103974
250,5158522.050875763,-63.608118276842845
350,4001520.18542314,-71.04332889713238
450,3245464.5975529077,-75.5344168326557
550,2734230.5033176905,-79.32916179473578
650,2327385.3744949293,-82.7999333040837
750,2047599.0278519362,-85.73565403019686
850,1799903.1989244365,-88.17777648630096
950,1658510.729608577,-90.3630922420286
1050,1504091.940932788,-92.25870975492845
