Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11077564.512498155,-57.23119690459742
150,4337366.911296236,-79.37786574349376
250,2735914.359649585,-81.25724356409586
350,2019639.5552452453,-83.48494638532587
450,1606959.0074701651,-85.94595199893017
550,1344376.6014375896,-88.33772126297947
650,1145930.1924555667,-90.90026746298746
750,1003049.271389152,-93.03908265356526
850,887943.7998713333,-95.46655442051836
950,816524.5848060407,-97.25036560307471
1050,742021.7272376745,-99.34360206271454
